"symbol","entrez","mapped"
"PCLO","27445",TRUE
"KLK12","43849",TRUE
"RGS7BP","401190",TRUE
"INSIG1","3638",TRUE
"MYT1L","23040",TRUE
"ZNF396","252884",TRUE
"TMEM222","84065",TRUE
"CLCNKA","1187",TRUE
"ARHGAP30","257106",TRUE
"SEPTIN10","151011",TRUE
"FAM86B1","85002",TRUE
"CYP4F8","11283",TRUE
"CYP4F3","4051",TRUE
"SMYD4","114826",TRUE
"FOXD2","2306",TRUE
"GPATCH8","23131",TRUE
"CEACAM19","56971",TRUE
"NF2","4771",TRUE
"SMIM29","221491",TRUE
"SPATC1","375686",TRUE
"UBE2H","7328",TRUE
"HPDL","84842",TRUE
"KATNA1","11104",TRUE
"ARAP1","116985",TRUE
"KIF24","347240",TRUE
"PDE2A","5138",TRUE
"CARMIL3","90668",TRUE
"PRG2","5553",TRUE
"PRR5","55615",TRUE
"ZFP91","80829",TRUE
"C17orf58","284018",TRUE
"BCDIN3D","144233",TRUE
"CYP27C1","339761",TRUE
"LYRM7","90624",TRUE
"CFAP73","387885",TRUE
"CCDC73","493860",TRUE
"BCR","613",TRUE
"OR10H1","26539",TRUE
"MPPED1","758",TRUE
"FSCN2","25794",TRUE
"SPIN4","139886",TRUE
"ZNF732","654254",TRUE
"SPIN2B","474343",TRUE
"HYAL3","8372",TRUE
"VSIG10L","147645",TRUE
"ZNF397","84307",TRUE
"ZSCAN30","100101467",TRUE
"TPCN1","53373",TRUE
"TNFRSF4","7293",TRUE
"KRT16","3868",TRUE
"HEXIM1","10614",TRUE
"SELENOV","348303",TRUE
"KRT14","3861",TRUE
"TRABD2A","129293",TRUE
"KRTAP17-1","83902",TRUE
"PDZD7","79955",TRUE
"POFUT2","23275",TRUE
"QRFPR","84109",TRUE
"MAPT","4137",TRUE
"ERCC6L","54821",TRUE
"TMEM17","200728",TRUE
"TNFRSF18","8784",TRUE
"FGF3","2248",TRUE
"C1QL4","338761",TRUE
"RTN4RL2","349667",TRUE
"ZDHHC17","23390",TRUE
"SERPINA11","256394",TRUE
"ZNF395","55893",TRUE
"ZACN","353174",TRUE
"PPARA","5465",TRUE
"TMEM232","642987",TRUE
"CFAP144","440585",TRUE
"EFCAB6","64800",TRUE
"KANK3","256949",TRUE
"EMID1","129080",TRUE
"ESPN","83715",TRUE
"PNLIPRP1","5407",TRUE
"PTRH1","138428",TRUE
"KRTAP21-2","337978",TRUE
"GPR141","353345",TRUE
"TMPRSS6","164656",TRUE
"CYP4A11","1579",TRUE
"TMEM216","51259",TRUE
"RPS19BP1","91582",TRUE
"TMPRSS11A","339967",TRUE
"TMEM262",NA,FALSE
"C3orf70","285382",TRUE
"TEAD1","7003",TRUE
"PLCD1","5333",TRUE
"CCK","885",TRUE
"ENTPD5","957",TRUE
"MITF","4286",TRUE
"HEATR4","399671",TRUE
"NAP1L1","4673",TRUE
"CMC1","152100",TRUE
"SLIT1","6585",TRUE
"LYPD6","130574",TRUE
"AKR1C1","1645",TRUE
"FOXD3","27022",TRUE
"RNF220","55182",TRUE
"SHTN1","57698",TRUE
"ZNF546","339327",TRUE
"TSPYL4","23270",TRUE
"MT1X","4501",TRUE
"GCNT1","2650",TRUE
"SESTD1","91404",TRUE
"FNBP1","23048",TRUE
"DYNC2H1","79659",TRUE
"MAGED4B","81557",TRUE
"BCAM","4059",TRUE
"RSBN1L","222194",TRUE
"WDR86","349136",TRUE
"EPOR","2057",TRUE
"FAM9C","171484",TRUE
"CIDEC","63924",TRUE
"TAF9B","51616",TRUE
"MAGI2","9863",TRUE
"LUZP2","338645",TRUE
"LHFPL3","375612",TRUE
"CHP1","11261",TRUE
"FPR3","2359",TRUE
"C11orf96","387763",TRUE
"KCNJ11","3767",TRUE
"CDHR4","389118",TRUE
"COL4A1","1282",TRUE
"GJA4","2701",TRUE
"PTMA","5757",TRUE
"HSPA14","51182",TRUE
"ATP13A5","344905",TRUE
"SIRT7","51547",TRUE
"PRR27","401137",TRUE
"IFT140","9742",TRUE
"POTEG","404785",TRUE
"AGMO","392636",TRUE
"SBK2","646643",TRUE
"TLR5","7100",TRUE
"USP7","7874",TRUE
"NANOS3","342977",TRUE
"NHLRC1","378884",TRUE
"PLEKHN1","84069",TRUE
"ZNF385C","201181",TRUE
"MAGEH1","28986",TRUE
"TET3","200424",TRUE
"ZNF286A","57335",TRUE
"ISG15","9636",TRUE
"EXD3","54932",TRUE
"LIAT1","400566",TRUE
"ZKSCAN4","387032",TRUE
"RGPD1","400966",TRUE
"DHRS4L2","317749",TRUE
"SAMD11","148398",TRUE
"PERM1","84808",TRUE
"VMAC","400673",TRUE
"HAPLN4","404037",TRUE
"ERC2","26059",TRUE
"B3GLCT","145173",TRUE
"SPRY4","81848",TRUE
"TRPV2","51393",TRUE
"AMTN","401138",TRUE
"C2orf88",NA,FALSE
"TMEM203","94107",TRUE
"SLC18A3","6572",TRUE
"KBTBD12","166348",TRUE
"THSD4","79875",TRUE
"DNAJB13","374407",TRUE
"GABRD","2563",TRUE
"AMY1C","278",TRUE
"TCEA1","6917",TRUE
"NHEJ1","79840",TRUE
"FANCA","2175",TRUE
"SECISBP2","79048",TRUE
"OR52B6","340980",TRUE
"C9orf153","389766",TRUE
"SEMA4D","10507",TRUE
"LIN28B","389421",TRUE
"DIPK1C","125704",TRUE
"DNAH17","8632",TRUE
"MCRS1","10445",TRUE
"TMEM72","643236",TRUE
"FANCM","57697",TRUE
"ZNF70","7621",TRUE
"CARD9","64170",TRUE
"PEAR1","375033",TRUE
"ZFP69B","65243",TRUE
"SOWAHD","347454",TRUE
"ZFP69","339559",TRUE
"HELT","391723",TRUE
"TMEM220","388335",TRUE
"H1-2","3006",TRUE
"PLSCR3","57048",TRUE
"EIF4EBP1","1978",TRUE
"P2RX2","22953",TRUE
"ASCL4","121549",TRUE
"CCDC157","550631",TRUE
"TTC24","164118",TRUE
"PABIR1","116224",TRUE
"PALM3","342979",TRUE
"FYB2","199920",TRUE
"SHISA7","729956",TRUE
"LRRC74B","400891",TRUE
"DMBT1","1755",TRUE
"LCN10","414332",TRUE
"LDLRAD2","401944",TRUE
"C2orf66","401027",TRUE
"OVCH1","341350",TRUE
"ZFTRAF1","50626",TRUE
"COL14A1","7373",TRUE
"DNER","92737",TRUE
"KLHL17","339451",TRUE
"PLA2G2C","391013",TRUE
"ZSCAN23","222696",TRUE
"RINL","126432",TRUE
"TPRG1","285386",TRUE
"MORN2","729967",TRUE
"S100A3","6274",TRUE
"UBQLN2","29978",TRUE
"RILPL1","353116",TRUE
"ZNF490","57474",TRUE
"CLCN1","1180",TRUE
"NRN1L","123904",TRUE
"NWD1","284434",TRUE
"ARL4C","10123",TRUE
"TMEM221","100130519",TRUE
"RAB42","115273",TRUE
"WNT7B","7477",TRUE
"ZFTA","65998",TRUE
"PLA2G4E","123745",TRUE
"GPR89B","51463",TRUE
"MESP2","145873",TRUE
"FAM25A","643161",TRUE
"EYS","346007",TRUE
"C6orf132","647024",TRUE
"MAPK12","6300",TRUE
"NUTM2G","441457",TRUE
"COL4A5","1287",TRUE
"AGRN","375790",TRUE
"NHS","4810",TRUE
"OTOG","340990",TRUE
"CIMIP2A","401565",TRUE
"TMPPE","643853",TRUE
"ZNF626","199777",TRUE
"HEPACAM2","253012",TRUE
"SMTNL2","342527",TRUE
"ZC3H6","376940",TRUE
"LAMTOR4","389541",TRUE
"PRKAR1B","5575",TRUE
"NUTM2B","729262",TRUE
"NCR3LG1","374383",TRUE
"DCUN1D3","123879",TRUE
"POTEE","445582",TRUE
"ZNF793","390927",TRUE
"TUBB4B","10383",TRUE
"AGAP4","119016",TRUE
"COMMD6","170622",TRUE
"PLA2G2A","5320",TRUE
"IL17REL","400935",TRUE
"HYKK","123688",TRUE
"C15orf62","643338",TRUE
"RUFY4","285180",TRUE
"ZNF383","163087",TRUE
"HES4","57801",TRUE
"IGFL1","374918",TRUE
"ZNF669","79862",TRUE
"CENPP","401541",TRUE
"PLSCR1","5359",TRUE
"C3orf62","375341",TRUE
"ZNF559","84527",TRUE
"SBK1","388228",TRUE
"SLC38A3","10991",TRUE
"GTF2F2","2963",TRUE
"CIBAR1","137392",TRUE
"FOCAD","54914",TRUE
"PRR19","284338",TRUE
"ZP3","7784",TRUE
"GPR15LG","387695",TRUE
"H3-5","440093",TRUE
"JAKMIP3","282973",TRUE
"PDCD1","5133",TRUE
"DYNLT4","343521",TRUE
"SELL","6402",TRUE
"CHM","1121",TRUE
"BLOC1S5","63915",TRUE
"CERKL","375298",TRUE
"SLC24A5","283652",TRUE
"IER5L","389792",TRUE
"H2AX","3014",TRUE
"INSC","387755",TRUE
"SERPINA5","5104",TRUE
"ACTMAP","284325",TRUE
"LCTL","197021",TRUE
"NCCRP1","342897",TRUE
"KRTDAP","388533",TRUE
"COL25A1","84570",TRUE
"FAM83G","644815",TRUE
"CFAP77","389799",TRUE
"SRSF10","10772",TRUE
"HBA2","3040",TRUE
"DUSP28","285193",TRUE
"CCDC9B","388115",TRUE
"NBR1","4077",TRUE
"RALGAPA2","57186",TRUE
"NDOR1","27158",TRUE
"FBLL1","345630",TRUE
"NKAIN2","154215",TRUE
"KRTAP1-1","81851",TRUE
"CFAP54","144535",TRUE
"CLN3","1201",TRUE
"FAM72B","653820",TRUE
"ASAH2","56624",TRUE
"SUMO2","6613",TRUE
"NANOS1","340719",TRUE
"HMX3","340784",TRUE
"ZNF177","7730",TRUE
"RTL6","84247",TRUE
"DPYD","1806",TRUE
"S100A16","140576",TRUE
"PTAR1","375743",TRUE
"CC2D2B","387707",TRUE
"SAXO2","283726",TRUE
"RHCE","6006",TRUE
"IDO2","169355",TRUE
"PARVB","29780",TRUE
"SLC4A5","57835",TRUE
"UROS","7390",TRUE
"ZDHHC9","51114",TRUE
"QRFP","347148",TRUE
"DUSP29","338599",TRUE
"SMIM15","643155",TRUE
"OSTN","344901",TRUE
"FAM221A","340277",TRUE
"TMEM120B","144404",TRUE
"FSIP2","401024",TRUE
"RBM34","23029",TRUE
"NOXA1","10811",TRUE
"TMEM198","130612",TRUE
"BCL2L15","440603",TRUE
"FZD9","8326",TRUE
"SPRED3","399473",TRUE
"SKOR1","390598",TRUE
"PRELP","5549",TRUE
"ZNF548","147694",TRUE
"MTF1","4520",TRUE
"SHISA6","388336",TRUE
"TMEM201","199953",TRUE
"NHLRC3","387921",TRUE
"HMX2","3167",TRUE
"ZDHHC11","79844",TRUE
"CALHM6","441168",TRUE
"SLX4","84464",TRUE
"ENTPD8","377841",TRUE
"RPL14","9045",TRUE
"BEND4","389206",TRUE
"FAM78B","149297",TRUE
"ZNF563","147837",TRUE
"FBF1","85302",TRUE
"KLRG2","346689",TRUE
"ASTL","431705",TRUE
"MSL1","339287",TRUE
"LRRK2","120892",TRUE
"GJB3","2707",TRUE
"INSYN2A","642938",TRUE
"TRMT2B","79979",TRUE
"HACD4","401494",TRUE
"CFAP126","257177",TRUE
"FAM120AOS","158293",TRUE
"UTS2B","257313",TRUE
"C9orf152","401546",TRUE
"NOC2L","26155",TRUE
"AADACL3","126767",TRUE
"NELFB","25920",TRUE
"LRRC66","339977",TRUE
"ZNF292","23036",TRUE
"KCTD21","283219",TRUE
"SBSN","374897",TRUE
"ADAT2","134637",TRUE
"ZNF567","163081",TRUE
"NDUFA4",NA,FALSE
"ANKDD1B","728780",TRUE
"ALKBH2","121642",TRUE
"RNFT1","51136",TRUE
"RNF222","643904",TRUE
"CGB5","93659",TRUE
"RELN","5649",TRUE
"FAM111B","374393",TRUE
"APOD","347",TRUE
"H1-0","3005",TRUE
"GAGE2A","729447",TRUE
"LITAF","9516",TRUE
"VSTM1","284415",TRUE
"TMEM120A","83862",TRUE
"ARID2","196528",TRUE
"FAM25G","100133093",TRUE
"SF3B3","23450",TRUE
"IL1RAPL2","26280",TRUE
"BLOC1S3","388552",TRUE
"SP6","80320",TRUE
"ANKRD34B","340120",TRUE
"PLAC9","219348",TRUE
"NKAPL","222698",TRUE
"CLDN4","1364",TRUE
"ZNF573","126231",TRUE
"GRAPL","400581",TRUE
"FAM47E","100129583",TRUE
"JPT1","51155",TRUE
"ZNF527","84503",TRUE
"S100A13","6284",TRUE
"ZNF33A","7581",TRUE
"PCDH18","54510",TRUE
"DCAF8L2","347442",TRUE
"ZNF600","162966",TRUE
"BTBD8","284697",TRUE
"MAOA","4128",TRUE
"C15orf61","145853",TRUE
"TSPYL1","7259",TRUE
"PNRC2","55629",TRUE
"DRICH1","51233",TRUE
"GJB5","2709",TRUE
"FHIT","2272",TRUE
"ALKAL2","285016",TRUE
"ZKSCAN3","80317",TRUE
"FOXR2","139628",TRUE
"RRP7A","27341",TRUE
"LIN54","132660",TRUE
"FAM53B","9679",TRUE
"FAM180A","389558",TRUE
"S100A14","57402",TRUE
"KAZN","23254",TRUE
"SLC35E2B","728661",TRUE
"TOGARAM2","165186",TRUE
"NEMP2","100131211",TRUE
"KIAA0408","9729",TRUE
"GSPT2","23708",TRUE
"C8orf76","84933",TRUE
"CXCL17","284340",TRUE
"HMGB1","3146",TRUE
"MMP23B","8510",TRUE
"SH2D5","400745",TRUE
"ZFP92","139735",TRUE
"RASSF10","644943",TRUE
"GJB4","127534",TRUE
"BLOC1S2","282991",TRUE
"SYCP2","10388",TRUE
"ZNF724","440519",TRUE
"IL1RAP","3556",TRUE
"PTPRT","11122",TRUE
"MYBPC1","4604",TRUE
"PAX5","5079",TRUE
"ZNF676","163223",TRUE
"ZNF699","374879",TRUE
"TDRD7","23424",TRUE
"CFAP119","90835",TRUE
"MATCAP1","653319",TRUE
"HLA-DRB1","3123",TRUE
"MYT1","4661",TRUE
"SERPINA3","12",TRUE
"AKR1C3","8644",TRUE
"SPATS2L","26010",TRUE
"ZNF250","58500",TRUE
"WDSUB1","151525",TRUE
"ZNF79","7633",TRUE
"S100A4","6275",TRUE
"PLEKHG4","25894",TRUE
"FAT4","79633",TRUE
"ZNF681","148213",TRUE
"ACADSB","36",TRUE
"STK40","83931",TRUE
"OR10J1","26476",TRUE
"TMEM63A","9725",TRUE
"CTSE","1510",TRUE
"SEMA4A","64218",TRUE
"HRCT1","646962",TRUE
"MPHOSPH8","54737",TRUE
"GREB1","9687",TRUE
"SIRPB2","284759",TRUE
"ZNF766","90321",TRUE
"RYR1","6261",TRUE
"SRGAP3","9901",TRUE
"FAM217B","63939",TRUE
"TUBB","203068",TRUE
"LCOR","84458",TRUE
"SUPT5H","6829",TRUE
"XPNPEP3","63929",TRUE
"ZNF107","51427",TRUE
"SFTA2","389376",TRUE
"PPIA","5478",TRUE
"ZNF471","57573",TRUE
"ZNF836","162962",TRUE
"ZNF493","284443",TRUE
"GTF2IRD2","84163",TRUE
"GRM7","2917",TRUE
"SUPT3H","8464",TRUE
"NIF3L1","60491",TRUE
"ATP2A1","487",TRUE
"IARS1","3376",TRUE
"POM121","9883",TRUE
"ZBTB44","29068",TRUE
"STK31","56164",TRUE
"CGB7","94027",TRUE
"NLGN3","54413",TRUE
"ZKSCAN7","55888",TRUE
"ZNF729","100287226",TRUE
"CD55","1604",TRUE
"CPNE4","131034",TRUE
"ZNF565","147929",TRUE
"NTNG2","84628",TRUE
"ELAVL3","1995",TRUE
"WDR5","11091",TRUE
"LONP1","9361",TRUE
"TRRAP","8295",TRUE
"NUDT11","55190",TRUE
"SRGAP2B","647135",TRUE
"FUT4","2526",TRUE
"ASB13","79754",TRUE
"ZNF34","80778",TRUE
"ZNF781","163115",TRUE
"ZNF140","7699",TRUE
"INCA1","388324",TRUE
"ZNF774","342132",TRUE
"PTPN1","5770",TRUE
"EVL","51466",TRUE
"SPANXD","64648",TRUE
"THEM5","284486",TRUE
"NOXO1","124056",TRUE
"EPHB4","2050",TRUE
"PRTN3","5657",TRUE
"ZNF765","91661",TRUE
"ZNF124","7678",TRUE
"XRCC6","2547",TRUE
"S100A5","6276",TRUE
"C20orf204","284739",TRUE
"PPP1R26","9858",TRUE
"NBPF4","148545",TRUE
"TSC22D2","9819",TRUE
"NPIPB15","440348",TRUE
"ZNF569","148266",TRUE
"ARMCX4","100131755",TRUE
"YRDC","79693",TRUE
"ZNF777","27153",TRUE
"PIK3R4","30849",TRUE
"ZNF775","285971",TRUE
"ZNF605","100289635",TRUE
"TRAPPC2","6399",TRUE
"RFX8","731220",TRUE
"MYL6B","140465",TRUE
"ZNF799","90576",TRUE
"SIAH1","6477",TRUE
"C20orf96","140680",TRUE
"ESRRG","2104",TRUE
"IPO4","79711",TRUE
"NCOR2","9612",TRUE
"SULT1A1","6817",TRUE
"ARL9","132946",TRUE
"PRPF40A","55660",TRUE
"GDAP2","54834",TRUE
"TCEAL3","85012",TRUE
"ANAPC7","51434",TRUE
"TPK1","27010",TRUE
"SLC6A9","6536",TRUE
"AFAP1","60312",TRUE
"NACA","4666",TRUE
"MYO18A","399687",TRUE
"OR2T3","343173",TRUE
"SPTSSB","165679",TRUE
"BORCS6","54785",TRUE
"MAN2A2","4122",TRUE
"MME","4311",TRUE
"FAM72A","729533",TRUE
"CCDC196","440184",TRUE
"CACNA1H","8912",TRUE
"SULF2","55959",TRUE
"HBG2","3048",TRUE
"LAMA2","3908",TRUE
"PLXNB2","23654",TRUE
"AJAP1","55966",TRUE
"XRCC2","7516",TRUE
"MYO6","4646",TRUE
"MRTFA","57591",TRUE
"MBD3L2B","729458",TRUE
"HDAC2","3066",TRUE
"ZNF782","158431",TRUE
"POTEF","728378",TRUE
"ZNF846","162993",TRUE
"MMP1","4312",TRUE
"UGT2B15","7366",TRUE
"TCF4","6925",TRUE
"WNK3","65267",TRUE
"SDHAF3","57001",TRUE
"HRH1","3269",TRUE
"RABL6","55684",TRUE
"ZNF136","7695",TRUE
"ZKSCAN5","23660",TRUE
"ZNF502","91392",TRUE
"TRAPPC4","51399",TRUE
"IFT70B","150737",TRUE
"SLC30A10","55532",TRUE
"TECPR2","9895",TRUE
"TLR7","51284",TRUE
"ZFP62","643836",TRUE
"ERI2","112479",TRUE
"TOMM7","54543",TRUE
"HSH2D","84941",TRUE
"TRPV1","7442",TRUE
"ZNF33B","7582",TRUE
"ZNF512B","57473",TRUE
"AMZ2","51321",TRUE
"ZNF431","170959",TRUE
"NF1","4763",TRUE
"VKORC1L1","154807",TRUE
"ZNF418","147686",TRUE
"DAPK1","1612",TRUE
"LCE1B","353132",TRUE
"HLA-DQA1","3117",TRUE
"COL27A1","85301",TRUE
"GM2A","2760",TRUE
"H2AC13","8329",TRUE
"CLPSL2","389383",TRUE
"S100A2","6273",TRUE
"ZNF700","90592",TRUE
"CD47","961",TRUE
"TLE1","7088",TRUE
"MAML3","55534",TRUE
"H2AC11","8969",TRUE
"STRN3","29966",TRUE
"ZNF239","8187",TRUE
"SPRR2B","6701",TRUE
"ZSCAN16","80345",TRUE
"MVB12B","89853",TRUE
"ILRUN","64771",TRUE
"POTEI","653269",TRUE
"ADA","100",TRUE
"ARID5A","10865",TRUE
"PPTC7","160760",TRUE
"NHLRC2","374354",TRUE
"H2AC7","3013",TRUE
"ZFP28","140612",TRUE
"CRACDL","343990",TRUE
"ZNG1C","445571",TRUE
"SCN8A","6334",TRUE
"LAMB3","3914",TRUE
"H2BC26","128312",TRUE
"KPNA5","3841",TRUE
"ANKRD36B","57730",TRUE
"ARHGEF12","23365",TRUE
"HCAR1","27198",TRUE
"PDLIM7","9260",TRUE
"FLNA","2316",TRUE
"TMEM26","219623",TRUE
"SRGAP1","57522",TRUE
"FAM3C","10447",TRUE
"NOP9","161424",TRUE
"SLC39A10","57181",TRUE
"CASP4","837",TRUE
"AP2A1","160",TRUE
"ZNF585A","199704",TRUE
"FUT11",NA,FALSE
"SMIM10L2B","644596",TRUE
"ANXA4","307",TRUE
"LAGE3","8270",TRUE
"WDR5B","54554",TRUE
"FAM163B","642968",TRUE
"NPIPB9","100507607",TRUE
"WDR45","11152",TRUE
"METTL9","51108",TRUE
"ZNF138","7697",TRUE
"ZNF429","353088",TRUE
"ZNF470","388566",TRUE
"SERTAD1","29950",TRUE
"ZNF100","163227",TRUE
"EOLA2","541578",TRUE
"ZNF398","57541",TRUE
"ZSCAN25","221785",TRUE
"ANXA6","309",TRUE
"ZNF441","126068",TRUE
"GMFB","2764",TRUE
"SIGLEC15","284266",TRUE
"ZNF420","147923",TRUE
"ZNF763","284390",TRUE
"ZMYM1","79830",TRUE
"H4C3","8364",TRUE
"ZSCAN26","7741",TRUE
"MAFG","4097",TRUE
"ARRDC1","92714",TRUE
"KIAA1671","85379",TRUE
"IGF2R","3482",TRUE
"LCE1C","353133",TRUE
"GAL3ST4","79690",TRUE
"DYNC1H1","1778",TRUE
"SLC6A17","388662",TRUE
"PCBP2","5094",TRUE
"ZGPAT","84619",TRUE
"SLC25A29","123096",TRUE
"PGAP1","80055",TRUE
"SRC","6714",TRUE
"ZNF682","91120",TRUE
"ZNF772","400720",TRUE
"ZNF257","113835",TRUE
"PCNX3","399909",TRUE
"ADAM32","203102",TRUE
"ACSL5","51703",TRUE
"LRRC8B","23507",TRUE
"ABCB8","11194",TRUE
"H3C12","8356",TRUE
"SND1","27044",TRUE
"ZNF785","146540",TRUE
"SULT1A2","6799",TRUE
"NEK5","341676",TRUE
"PSMD12","5718",TRUE
"MAGEA6","4105",TRUE
"ADGRA1","84435",TRUE
"NOL4L","140688",TRUE
"CYSRT1","375791",TRUE
"SLC22A4","6583",TRUE
"ZSCAN5B","342933",TRUE
"ENTPD4","9583",TRUE
"C1D","10438",TRUE
"TBC1D9B","23061",TRUE
"H4C11","8363",TRUE
"FAM110D","79927",TRUE
"SERPINA1","5265",TRUE
"KANK2","25959",TRUE
"C6orf141","135398",TRUE
"GTF2E2","2961",TRUE
"IL27","246778",TRUE
"RAD54B","25788",TRUE
"ZNF165","7718",TRUE
"SYNGAP1","8831",TRUE
"FITM2","128486",TRUE
"BLM","641",TRUE
"KRBOX5",NA,FALSE
"DDI2","84301",TRUE
"SVIL","6840",TRUE
"TRIM33","51592",TRUE
"LRP10","26020",TRUE
"PELI1","57162",TRUE
"ZNF655","79027",TRUE
"MRPL21","219927",TRUE
"LYPD2","137797",TRUE
"UAP1L1","91373",TRUE
"ZNF98","148198",TRUE
"FBXL22","283807",TRUE
"ZNF786","136051",TRUE
"ZNF517","340385",TRUE
"ZNF675","171392",TRUE
"SLC22A5","6584",TRUE
"DACT3","147906",TRUE
"ADARB1","104",TRUE
"ZNF860","344787",TRUE
"HTT","3064",TRUE
"C5AR1","728",TRUE
"DIO3","1735",TRUE
"CYP2B6","1555",TRUE
"H3C4","8351",TRUE
"VEPH1","79674",TRUE
"SHPK","23729",TRUE
"IPP","3652",TRUE
"MAP3K5","4217",TRUE
"OGDHL","55753",TRUE
"CYP2F1","1572",TRUE
"GSTK1","373156",TRUE
"HNRNPAB","3182",TRUE
"STMN3","50861",TRUE
"PDGFA","5154",TRUE
"COL13A1","1305",TRUE
"SPN","6693",TRUE
"ZNF695","57116",TRUE
"ZNF628","89887",TRUE
"SLC2A10","81031",TRUE
"ZNF665","79788",TRUE
"RPF2","84154",TRUE
"SLC28A3","64078",TRUE
"FAM177B","400823",TRUE
"MIB2","142678",TRUE
"MYO5A","4644",TRUE
"GZMM","3004",TRUE
"ATG7","10533",TRUE
"SIPA1L1","26037",TRUE
"IFT70A","92104",TRUE
"RAB40C","57799",TRUE
"PIGN","23556",TRUE
"COL4A6","1288",TRUE
"ZNF624","57547",TRUE
"HOXA4","3201",TRUE
"TOPORS","10210",TRUE
"BCO2","83875",TRUE
"ENTPD6","955",TRUE
"DMBX1","127343",TRUE
"ENPP1","5167",TRUE
"CCDC154","645811",TRUE
"FAR1","84188",TRUE
"CPLANE1","65250",TRUE
"ZNF841","284371",TRUE
"MFAP5","8076",TRUE
"ZNF615","284370",TRUE
"EOLA1","91966",TRUE
"CDC42SE1","56882",TRUE
"SERPINB2","5055",TRUE
"DPP4","1803",TRUE
"SERPINB13","5275",TRUE
"PDCD1LG2","80380",TRUE
"ZNF433","163059",TRUE
"DNAH10","196385",TRUE
"SLC22A24","283238",TRUE
"SPTAN1","6709",TRUE
"NMB","4828",TRUE
"PARVA","55742",TRUE
"KLHL14","57565",TRUE
"FAM114A1","92689",TRUE
"RPE","6120",TRUE
"ZNF460","10794",TRUE
"PHF2","5253",TRUE
"RPS26","6231",TRUE
"PSAP","5660",TRUE
"S100A10","6281",TRUE
"CFAP43","80217",TRUE
"LHFPL5","222662",TRUE
"RPL37A","6168",TRUE
"HOXC6","3223",TRUE
"TXNRD3","114112",TRUE
"CFD","1675",TRUE
"STPG3","441476",TRUE
"MAP1LC3C","440738",TRUE
"MCMBP","79892",TRUE
"EME2","197342",TRUE
"KLHDC1","122773",TRUE
"ZNF81","347344",TRUE
"TAF13","6884",TRUE
"ZNF780A","284323",TRUE
"ATAD3A","55210",TRUE
"FAM118B","79607",TRUE
"ZNF461","92283",TRUE
"CCDC180","100499483",TRUE
"SLC9A8","23315",TRUE
"OCLN","100506658",TRUE
"CFAP299","255119",TRUE
"H4C16","121504",TRUE
"ZNF181","339318",TRUE
"INKA2","55924",TRUE
"ZNF44","51710",TRUE
"GPAA1","8733",TRUE
"ADAMTSL2","9719",TRUE
"SGTB","54557",TRUE
"ZNF790","388536",TRUE
"PRB3","5544",TRUE
"CYRIA","81553",TRUE
"MYO1C","4641",TRUE
"NKIRAS1","28512",TRUE
"UGT2B17","7367",TRUE
"MEIG1","644890",TRUE
"KIF13B","23303",TRUE
"ADH5","128",TRUE
"H2BC12","85236",TRUE
"TEAD4","7004",TRUE
"SPG7","6687",TRUE
"HES5","388585",TRUE
"ZNF677","342926",TRUE
"ERO1A","30001",TRUE
"ZNF823","55552",TRUE
"ZNF311","282890",TRUE
"ZNF347","84671",TRUE
"PLCG2","5336",TRUE
"FCHSD1","89848",TRUE
"ZNF71","58491",TRUE
"S100A6","6277",TRUE
"RPL12","6136",TRUE
"DNM3","26052",TRUE
"ZNF121","7675",TRUE
"MPZL1","9019",TRUE
"VPS13A","23230",TRUE
"MBP","4155",TRUE
"AKAP17A","8227",TRUE
"ELOVL2","54898",TRUE
"GOLGA6L9","440295",TRUE
"LEKR1","389170",TRUE
"C1orf122","127687",TRUE
"KEL","3792",TRUE
"NOL8","55035",TRUE
"IRAK4","51135",TRUE
"ODAD3","115948",TRUE
"MRPL42","28977",TRUE
"ENTPD7","57089",TRUE
"SPANXA1","30014",TRUE
"ZNF335","63925",TRUE
"ZNF560","147741",TRUE
"TUBA3C","7278",TRUE
"RPS4X","6191",TRUE
"ZNF273","10793",TRUE
"ZNF84","7637",TRUE
"MAK16","84549",TRUE
"ZNF667","63934",TRUE
"AVPR1B","553",TRUE
"SIRPA","140885",TRUE
"GRK6","2870",TRUE
"PRIM1","5557",TRUE
"MARCHF5","54708",TRUE
"POTEH","23784",TRUE
"NPIPB13","613037",TRUE
"AKR1B10","57016",TRUE
"SULT1C4","27233",TRUE
"CYP2A7","1549",TRUE
"ZBTB14","7541",TRUE
"CD2AP","23607",TRUE
"NUP62CL","54830",TRUE
"SFI1","9814",TRUE
"ZNF649","65251",TRUE
"ZNF248","57209",TRUE
"CHSY3","337876",TRUE
"TOR4A","54863",TRUE
"LPAR1","1902",TRUE
"MB","4151",TRUE
"HIBCH","26275",TRUE
"ZNF544","27300",TRUE
"TMEM229B","161145",TRUE
"SOWAHC","65124",TRUE
"ZNF770","54989",TRUE
"NPIPB6","728741",TRUE
"HMGN5","79366",TRUE
"MIER1","57708",TRUE
"MAN1A2","10905",TRUE
"SVIP","258010",TRUE
"ZNF251","90987",TRUE
"DDRGK1","65992",TRUE
"TFDP1","7027",TRUE
"ZNF607","84775",TRUE
"BPIFA1","51297",TRUE
"ZNF334","55713",TRUE
"HSD17B11","51170",TRUE
"SZT2","23334",TRUE
"SULT1C2","6819",TRUE
