,arc1,arc2,arc3,arc4
PROM1,0.884642881236709,-0.976204954349694,1.9611405940915296,3.3343862008092655
CCDC124,7.103970356517363,3.792561608461966,6.827998194828855,6.475266966678922
CEACAM21,0.09632203447356517,-0.03749159779437031,0.17460084158929723,0.022644437112676413
PAFAH1B1,6.640147484024177,3.466226001978615,5.916538711678551,6.690029451139406
DNAH9,0.2903822706606778,-0.07459525789442291,0.24923315278829483,-0.16614628457207858
SLC13A2,-0.09168132376560897,0.05073682296121804,0.3784367513110609,0.10943264056287513
GAS7,1.0180510607376,-0.11136122694795092,0.4417983248716626,0.9081792756328215
TRAPPC6A,4.080668060945566,4.355175413024288,5.989493635249718,5.3105647799196305
MATK,1.4081751673089888,2.061711432867994,0.7858052351705329,0.9370678913314491
CEACAM7,-0.19500973766058954,-0.24454512490834884,0.8886793409702969,0.25118264237284554
CD79B,0.255179991028715,0.10837899792727752,0.2366532399886877,0.04937552517420604
ST7L,4.41266886909732,1.517391109528607,4.1693589486033895,3.9071165403113306
PAX6,2.359141625699783,-0.6914030927193386,0.8676547228870043,2.835941466460832
RPUSD1,4.344710026597144,2.3524580955796925,5.287550647723454,4.828825247977588
RHBDF1,4.1232759695258405,4.034893011989416,5.7733313019829,4.998343575892498
LUC7L,4.843507798795957,5.049482369941882,5.585823938771557,4.230335234093515
CACNA2D2,0.5951793527728167,-0.1522925256164691,2.230127473406199,0.41421214195868683
BAIAP3,1.219412257867622,-0.3983424508104565,2.8017617214090693,1.3581562394823012
PIGQ,4.320686295056073,2.9944944115713503,6.114365235675153,4.886944148965112
TEAD3,3.287775699519365,3.0067142957644766,4.659605745428715,4.644089137361928
SELE,-0.026322340233811567,-0.03095739056779205,0.1771505159408857,0.1806092774790031
DNAJC11,5.355282539046798,2.305995959085119,5.5059053700623055,5.101861702780887
FMO3,0.48529644590938126,-0.1686116857775105,0.14243542229206888,0.1516328056247632
MYLIP,2.149862143555771,0.7960650379918222,4.294409201071528,4.291118363928566
E2F2,2.897285368383258,-0.8900111223692435,3.306120937782462,2.9720609183733497
PSMB1,7.868481439777853,5.376882514244267,8.15224590988655,8.44910618113595
SYN1,0.9102914928136847,0.5560069502864611,0.485436222790512,0.13583253656430572
JARID2,3.0108208199383966,1.1880714947176443,3.5434470019197515,3.5765108089205544
CDKL5,1.488653902595697,-0.521474520903688,1.1430037639784087,0.7984424716820959
CAMK1G,0.18997896893016528,0.025954278616631715,0.015966358870125437,0.04247435645006671
CDK11A,5.241295496845996,3.6194247758360496,4.925344302672004,3.730810992446611
NADK,5.498440298843234,3.498095305184726,5.9883560513081555,5.491271732857177
TFAP2B,-0.35341406218489335,-0.8961530555669877,3.0214316686425193,0.5511739330886614
DLEC1,0.22617272068302172,1.1295640809919938,0.42188722115106164,0.13790412743199368
CYTH3,4.504272546846948,1.1670521333451882,2.4515982705216075,4.706298965673071
ADAM22,1.8159443421905253,-0.6451124375634869,1.411311908370192,0.8200090616693998
SYPL1,6.6530869394406,4.781710149726198,6.762346544575939,8.225065481904092
CYB561,4.147805046582587,3.0544070997270656,7.870400115585883,7.077585764959301
SPAG9,6.554576709747118,1.7261319798321342,5.19967813161266,5.773307010860605
