,PC1,PC2,PC3
PT089_P9_B04_S112,5.328820359510429,5.349522494888823,-0.37130823620515907
PT089_P9_B05_S113,4.002678282888567,2.3475234770195224,3.1669298787605062
PT089_P9_B06_S114,1.962061050477728,8.72326802536214,-5.96206930759342
PT089_P9_B09_S117,3.108622083435417,6.579009422154238,-1.713736322613141
PT089_P9_B10_S118,-1.95679298811731,0.9141087879532446,-2.4691259860200097
PT089_P9_B11_S119,-2.6291095251586527,3.2444588470510336,-1.328559010220116
PT089_P9_C02_S122,3.002162983365089,7.489851550374139,-2.533165461170678
PT089_P9_C03_S123,3.8112152087554003,4.624553177391379,-2.461690745142324
PT089_P9_C05_S125,2.6335097650557913,8.302952914685955,-7.209932802251803
PT089_P9_C06_S126,5.1844309801865185,5.6841894486210816,-0.3078317218578293
PT089_P9_C07_S127,-0.7298359768255569,2.4533596197737864,-0.8803721989714385
PT089_P9_C09_S129,4.634125898593373,5.942132364723005,-3.383146821349849
PT089_P9_C10_S130,-2.328169030605665,7.220703009602681,-4.118118298609575
PT089_P9_C12_S132,4.588640819398047,3.0916575192888978,0.8388312544753984
PT089_P9_D02_S134,4.162752238681289,6.093448375760717,-1.1750417086482228
PT089_P9_D05_S137,-0.5103474719175297,5.4749129831273695,-4.096933558609676
PT089_P9_D06_S138,-2.123456319340071,2.913693015674417,-1.2196992495839942
PT089_P9_D07_S139,4.849472755787728,3.673987984115295,0.1241019848893331
PT089_P9_D10_S142,0.7325750523263461,8.161416114948327,-7.3246907473487
PT089_P9_E01_S145,-2.5215511932474395,5.570598502326189,-2.854826056004886
PT089_P9_E03_S147,1.4617318884934192,7.271681764657122,-7.651309271378791
PT089_P9_E04_S148,7.414469359734698,-1.990009783150399,7.886020014853036
PT089_P9_E06_S150,4.624683168779132,4.06140783405595,-0.39892304589651806
PT089_P9_E10_S154,-2.3989712962243788,2.541644889898719,-0.44698725959384156
PT089_P9_E11_S155,1.0314026115335193,7.821525066370858,-3.873345829159124
PT089_P9_E12_S156,-1.60724635783153,2.278141872803124,-0.8192130520441022
PT089_P9_F02_S158,3.2912411442383562,4.4397980045779155,-2.557601673828653
PT089_P9_F03_S159,-1.2000981920257978,2.5725397403280232,0.924830452588976
PT089_P9_F04_S160,6.609131689427491,-2.875100522715663,8.948152588615047
PT089_P9_F06_S162,-3.619625183886099,5.642977487732352,-4.036358266493804
PT089_P9_F09_S165,0.7712787781725274,8.620388058118136,-8.271571662947952
PT089_P9_G01_S169,1.7135725173205003,1.6073893463443074,2.8981380749327013
PT089_P9_G03_S171,-2.977793257282295,3.189232046913098,-1.4749705503831092
PT089_P9_G04_S172,-1.006805330209288,4.885776798614421,-0.3653335828092232
PT089_P9_G05_S173,5.793554307537589,2.571654857075066,2.0584506894967465
PT089_P9_G06_S174,4.507930017172875,3.989879802507412,-1.8227945246077881
PT089_P9_G08_S176,4.794819189511965,5.9128340871134935,0.05413212326836647
PT089_P9_G09_S177,3.2953836487510397,6.117629941798136,-2.0949279007615744
PT089_P9_G10_S178,5.098353810863829,4.443304309779285,-0.8656067321676544
PT089_P9_H02_S182,-0.9452109314124488,6.608532276893829,-0.7722027400189648
PT089_P9_H03_S183,5.33050313680943,3.886583294734422,0.8451631230939478
PT089_P9_H04_S184,-0.28912422702311136,0.286278973087893,3.0593512903027515
PT089_P9_H05_S185,-1.8841848700445403,3.1799183995453415,-0.09450733790581199
PT089_P9_H06_S186,4.960989118415614,3.182761472280093,1.7275433929890232
PT089_P9_H09_S189,4.266774832217135,2.591771395073388,-0.5591299199171362
PT089_P9_H10_S190,-2.401116827958488,4.801752004125523,-2.6449239023724993
PT039_P11_A02_S2,-2.422861787548286,2.6120027238620507,-5.132690713916639
PT039_P11_A03_S3,-2.9155431174839204,2.049257582586062,-4.731939605879133
PT039_P11_A12_S12,8.24906969434166,-14.716301985145721,17.30234725940148
PT039_P11_B02_S14,-2.8158304215044594,0.24244150739488232,-1.3300707012623143
PT039_P11_B04_S16,-2.4778916908914668,0.913341000649061,-5.370021806794461
PT039_P11_B05_S17,5.3071076781037805,-13.526725536702095,18.079125200828933
PT039_P11_B08_S20,-3.098813990077267,0.11217389560833196,-6.446975250720834
PT039_P11_C03_S27,-0.08901201454385352,-1.4742544491662,3.426851591966047
PT039_P11_C05_S29,-2.814570626867961,2.2438362372253122,-8.486552135721139
