sample,source,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,dist_arc1,dist_arc2,dist_arc3,dist_arc4,dist_arc5,nearest_archetype,inside_simplex,w_arc1,w_arc2,w_arc3,w_arc4,w_arc5
t.S02287,Tumor,17.275217726416987,3.7957223096705905,15.963636044638994,22.431692293172475,11.921086776411324,-5.766104741113371,1.5315182526529834,-20.38998731154808,101.76439983174544,27.216551689307476,76.3672633100431,125.79711494830237,93.01676966182293,2,False,-0.1731678253851662,0.8746091932276371,0.147474716604761,0.23352008343138086,-0.08243616787861313
t.S02288,Tumor,-45.22764412491917,11.235184660518868,18.277595996437487,28.63189599177691,21.641142121367523,-0.4995348639411347,5.691349625729172,11.098218245661673,64.0068582458119,81.88320977166607,96.77568995610187,66.59567912552484,102.6708088745412,1,False,0.041207651910424,0.6302852641744219,-0.06306800442218542,0.6042441716551163,-0.21266908331777618
t.S02289,Tumor,35.556481591989225,-7.255437549085517,23.313026737062312,0.5892785591549398,24.32971188485995,8.029959807570615,9.953736885277191,-15.822691400003261,121.6999937398536,33.85523695286228,82.01356179286667,143.6684901245048,82.81787155877451,2,False,-0.3997751320475233,0.7161712376214399,0.29830677002985295,0.14031577648823762,0.24498134790799272
t.S02290,Tumor,0.7264059997624713,8.799752534498754,33.69065032147861,16.70981527638934,16.369017825043752,-6.516704896627821,6.900609672678379,-19.582587545317825,99.91482799884567,49.86954148123333,78.4838225090612,107.27652938749006,92.11793051900062,2,False,-0.41078076465654906,0.7774300151833302,0.16594962195271934,0.514017606618479,-0.046616479097978676
t.S02291,Tumor,-15.530757860494447,24.434749649485802,21.063209524210635,5.694280052561062,-1.329332993131684,-5.249878299574067,9.611287935673321,-7.56158004767498,81.82062786232457,67.18123322956185,62.504005156641746,90.26254793904712,96.12257283246404,3,False,-0.19775206432234813,0.43149761855679025,0.33973405484733177,0.45453549494180223,-0.028015104023575627
t.S02293,Tumor,19.25539812829942,-30.036588768519056,37.0927597576988,20.688235252181556,10.732670941140489,-4.404080142289005,28.46629429856612,-9.388061760871798,121.2047285417379,37.61581485902339,110.94994753605368,135.4192871892996,77.61131335693813,2,False,-0.46887331690812784,1.0479260387874343,-0.12498499074674024,0.38360249092750465,0.16232977793992925
t.S02294,Tumor,19.79102212033946,-32.4104358014616,29.352946582411377,18.7956489040185,6.804044881550236,-7.7816776200416635,23.697627967583013,-10.777936738559973,117.52567014846436,32.430553410835316,109.53320017690608,136.47459944468596,73.0777069568584,2,False,-0.3494175711771798,0.9920370449359924,-0.12106549809897248,0.2814703175860149,0.19697570675414366
t.S02295,Tumor,34.86870654483656,-17.11618056833329,-6.641369874160287,9.407644168001896,15.369556124270824,1.1612537834130205,-11.444537326344722,-30.487705960198,109.93845363156319,20.845463308126913,87.8050231222702,149.89142834706453,81.41418948832037,2,False,0.11489436155757136,0.7219170623428721,0.1627322134661981,-0.19729870111625075,0.19775506374960825
t.S02296,Tumor,-44.832783937887456,16.6341404907672,-3.6891075560669426,16.519478059742585,21.95627741642113,-7.315354497622571,-8.858655482220216,12.805864969053713,43.65803368842324,83.31639306386963,84.560535951859,70.7857641206864,100.0714094878441,1,False,0.34934781297608103,0.3366786379729505,0.1006316013500355,0.3287025093752921,-0.11536056167435879
t.S02297,Tumor,21.509743107643327,8.601460860373985,42.308928635310416,-21.535787854225227,35.11035521339317,31.379590082123652,-11.234255224085949,-5.9064774816862124,125.025911412396,66.84123654448693,74.12219967154823,130.27937283878833,85.97542675095396,2,False,-0.7249684556531714,0.37184799600955315,0.5516564929992365,0.4015297681372091,0.3999341985071724
